TP53	activation	CDKN1A
TP53	effect	CDKN1A
CDKN1A	activation	CDK4
CDKN1A	effect	CDK4
AKT3	inhibition	CDKN1A
AKT1	activation	CDKN1A
AKT2	activation	CDKN1A
CDKN1A	activation	CASP3
CDKN1A	activation	MAP3K5
AKT3	effect	CDKN1A
AKT1	inhibition	CDKN1A
AKT1	effect	CDKN1A
IL3	activation	IL3RA
CXCL8	activation	CXCR1
CXCL8	activation	CXCR2
CXCL8	activation	CXCR6
CXCL8	activation	CCR9
CXCL8	activation	CCR1
CXCL8	activation	CCR3
CXCL8	activation	CCR4
CXCL8	activation	CCR5
CXCL8	activation	CCR6
CXCL8	activation	CCR7
CXCL8	activation	CCR8
CXCL8	activation	CX3CR1
CXCL8	activation	CCR10
CXCL8	activation	XCR1
CXCL8	activation	CXCR3
CXCL8	activation	CXCR5
CXCL8	activation	CCR2
CXCL8	activation	CXCR4
NFKB1	activation	CXCL8
RELA	activation	CXCL8
ARNT	activation	CDKN1A
CREBBP	activation	CDKN1A
EP300	activation	CDKN1A
HIF1A	activation	CDKN1A
FOXO6	activation	CDKN1A
FOXO1	inhibition	CDKN1A
FOXO1	effect	CDKN1A
FOXO3	activation	CDKN1A
FOXO3	effect	CDKN1A
FOXO4	activation	CDKN1A
FOXO4	effect	CDKN1A
CXCL8	activation	LPAR6
CXCL8	activation	AGTR1
CXCL8	activation	LPAR1
CXCL8	activation	F2R
CXCL8	activation	LPAR3
CXCL8	activation	LPAR4
CXCL8	activation	GRM1
CXCL8	activation	GRM2
CXCL8	activation	GRM3
CXCL8	activation	GRM4
CXCL8	activation	GRM5
CXCL8	activation	GRM6
CXCL8	activation	GRM7
CXCL8	activation	GRM8
CXCL8	activation	AVPR1A
CXCL8	activation	AVPR1B
CXCL8	activation	AVPR2
CXCL8	activation	LPAR5
CXCL8	activation	PTGFR
CXCL8	activation	LPAR2
C5	activation	C5AR1
TP53	inhibition	CDKN1A
CDKN1A	inhibition	FBXO5
CDKN1A	inhibition	CDK4
CDKN1A	inhibition	CDK6
CDKN1A	inhibition	CCND1
CDKN1A	inhibition	CCND2
CDKN1A	inhibition	CCND3
CDKN1A	inhibition	CDK2
CDKN1A	inhibition	CCNE1
CDKN1A	inhibition	CCNE2
CDKN1A	inhibition	CCNA2
CDKN1A	inhibition	CCNA1
SKP1	inhibition	CDKN1A
SKP1	effect	CDKN1A
CUL1	inhibition	CDKN1A
CUL1	effect	CDKN1A
RBX1	inhibition	CDKN1A
RBX1	effect	CDKN1A
SKP2	inhibition	CDKN1A
SKP2	effect	CDKN1A
SMAD4	activation	CDKN1A
SMAD2	activation	CDKN1A
SMAD3	activation	CDKN1A
AKT3	activation	CDKN1A
CDKN1A	effect	CDK6
CDKN1A	effect	CCND1
CDKN1A	effect	CCND2
CDKN1A	activation	CCNE1
CDKN1A	activation	CCNE2
LAMC3	activation	ITGA4
CHAD	activation	ITGA4
COL1A1	activation	ITGA4
COL1A2	activation	ITGA4
COL2A1	activation	ITGA4
COL4A1	activation	ITGA4
COL4A2	activation	ITGA4
COL4A3	activation	ITGA4
COL4A4	activation	ITGA4
COL4A5	activation	ITGA4
COL4A6	activation	ITGA4
COL6A1	activation	ITGA4
COL6A2	activation	ITGA4
COL6A3	activation	ITGA4
COL9A1	activation	ITGA4
COL9A2	activation	ITGA4
COL9A3	activation	ITGA4
COMP	activation	ITGA4
COL6A6	activation	ITGA4
LAMB4	activation	ITGA4
FN1	activation	ITGA4
COL6A5	activation	ITGA4
LAMA1	activation	ITGA4
TNC	activation	ITGA4
IBSP	activation	ITGA4
LAMA2	activation	ITGA4
LAMA3	activation	ITGA4
LAMA4	activation	ITGA4
LAMA5	activation	ITGA4
LAMB1	activation	ITGA4
LAMB2	activation	ITGA4
LAMB3	activation	ITGA4
LAMC1	activation	ITGA4
LAMC2	activation	ITGA4
RELN	activation	ITGA4
TNN	activation	ITGA4
SPP1	activation	ITGA4
THBS1	activation	ITGA4
THBS2	activation	ITGA4
THBS3	activation	ITGA4
THBS4	activation	ITGA4
TNR	activation	ITGA4
TNXB	activation	ITGA4
VTN	activation	ITGA4
VWF	activation	ITGA4
CSF3	activation	IL3RA
CSH1	activation	IL3RA
CSH2	activation	IL3RA
